Regarding the list of prescriptions are not stable as per the dating (OLD Date to NEW Date) order format in EMR DESK LITE.,"Explained to the user, in EMR desk lite that the precriptions dates can be adjustable by using the drop down arrow."
What is the typical loading time for Opd Desk Lite?,"The typical loading time for Opd Desk Lite is approximately 5-10 seconds, depending on the performance of the device and the internet connection speed."
Have users encountered situations in Opd Desk Lite where past prescriptions shown within the patient's record for a specific date do not appear in the dropdown menu for loading past prescriptions?,in Opd Desk Lite occurs only when the patient visits the same hospital and the same unit.
How to identify patient is with FMA or not ?,"if patient is FMA, after patient information , left corner displays: ""OPD Eligible - Only for chronic diseases."" in opd desk lite"
How to check lab reports ?,"In the Opd desk, you'll find the ""Lab Reports"" option conveniently located within the investigation column. This feature allows to review all generated lab reports for a specific patient,"
Required to create test profile in opd desk  for easy access,"all test profiles created in admin portal only, required a mail confirmation from Respected Nodal officer/Hospital admin"
Is there a way to determine if the drugs prescribed during the last visit are currently available in the pharmacy for prescribing today?,"After loading the past prescription at the OPD desk, you'll find an option labeled ""Check Availability"" in the drugs section. This feature allows you to verify whether the drugs prescribed during the last visit are currently available in the Hospital, streamlining the process of prescribing medications for today's visit"
What is the process for checking whether a patient has taken the last prescribed medicine from the pharmacy ?,"Within the drugs section of the OPD desk Lite, you'll find the ""Current Medication"" option. From there, you can check the issued quantity of the prescribed medication, providing essential information regarding the amount dispensed to the patient from the pharmacy."
How to prescribe consumable items to patient in opd module ?,"When prescribing consumable items in the OPD module, clicking on the ""Non Listed Drugs/Consumables"" option under the drugs section allows for the prescription of these items. However, it's noteworthy that this information might not be directly visible in the pharmacist module. Instead, it typically appears under treatment details. Therefore, pharmacists need to refer to the treatment details section to identify any prescribed consumable items and ensure they are appropriately dispensed to the patient."
How to remove prescribed drug from prescription ?,"To remove a prescribed drug from a prescription within the OPD module, you can reopen the patient's prescription and locate the ""Revoke"" option under the drugs section. Clicking on this option allows you to remove the prescribed drug from the prescription. After removing the drug, remember to save the updated prescription again to ensure that the changes are applied and recorded accurately."
How to give admission advice in opd ?,"In the Opd desk Lite, you can provide admission advice by accessing the Admission Advice section. Here, you'll select the corresponding department and ward for admission. After making these selections, ensure to save the prescription to complete the admission advice process."
How can I check the availability of free beds in the OPD module?,"To check the availability of vacant beds in the OPD desk Lite under the admission advice section, follow these steps:

Select the corresponding department.
Choose the unit.
Select the specific ward.
Click on the ""Bed Status"" option.
This action will provide you with information on the availability of beds in the selected ward, helping to facilitate the admission process effectively."
What steps should be taken to refer a patient to another department within the OPD module?,"To refer a patient to another department within the OPD module, follow these steps:

Navigate to the referral section.
Click on the ""Routine"" option.
Select the desired department to which the patient is being referred.
Click on the ""Add"" button to confirm the referral.
Save the prescription to finalize the referral process."
What steps should be taken to refer a patient to pvt Hospital within the OPD module?,"To refer a patient to a private hospital within the OPD module, follow these steps:

Navigate to the referral section.
Click on the ""Pvt Empanelled Hospital"" option.
Select the specific department.
Choose the institute where the patient will be referred.
Enter the number of days for the referral, if applicable.
Select the reason for the referral.
Choose the referral type.
Click on the ""Add"" button to confirm the referral.
Save the prescription to finalize the referral process.
Following these steps ensures a smooth process for referring patients to private hospitals for further treatment or consultation.



"
How do I add tests for a referral to a private diagnosis/hospital within the OPD module?,"In the OPD module, under the referral section, you'll find the option to add referral tests located after the referral note box. This feature allows you to include any necessary tests or investigations that need to be conducted as part of the referral process to a private diagnosis or hospital."
How to check drug availability in OPD Dr desk,In there one option is available show all and show available there we can check the drugs
How to register the patient by doctor,"Click on patient acceptance by QR and enter the patient cr number and then submit,then the patient has registered for particular department"
"If a doctor mistakenly prescribes any medicine, how can it be deleted?", one option is available to revoke the medicine before it is issued.
How to check patient overview in OPD desk? ,Patient details all are available in EMR(Electronically Medical Record) desk.
How to cancel or modify the prescribed medicines in OPD desk?,"There is Revoke option. But, we can reovke the drugs before issuing the medicines to patient from Pharmacy."
How to register the patient by the Doctor?,"Doctor have two options i.e, 
1.Patient Revisit service
2.Patient Acceptane by QR option in OPD desk lite."
How to raise investigations for Radiology department?,Doctors can raise the Radiological Investigations from Rx Page by entering the name from the dropdown
Why sometimes its taking more time to open Patient prescription in OPD desk?,"The amount of time it takes to open the subscription page is determined by the load on the server; if more users are pushed to the limit to open at the same time, the loading time increases."
How to refer the pateint to Railway Hospital or Empanelled hospital?,"To Railway Hospital:
In Referral/Cross consultation tab, select Refer type as External Hospital and fill other details like Zone, division, Hospital Name and Department, click on add and save the prescription.
To Empanelled Hospital:
In Referral/Cross consultation tab, select Refer type as PVT Empanelled Hospital and fill other details like Refer type, Hospital Name and Department, click on add and save the prescription."
Is there any Disease wise report available in OPD?,Reports can be configured as per the requirement recevied to the support team
What is meant by Pen with FMA?,Its an eligible Category selected by the Pensioner for Fixed Medical allowances and are elgible only for chronic disease in OPD
What is the difference between Emp and Emp (General) in Patient Category?,Employee (General) can avail the Diet Charges for free of cost in Railway Hospital where in the Employee has to pay the Diet Charges as per the Category allotted
Why items/Consumables are not refelecting in OPD desk lite to prescribe to patient?,"There are Vast number of drugs and Items available, due to page constraints the committee has restricted to View the Drugs in Rx Page"
Why some patients are coming to again raise LP eventhough the same drug is already raised?,If the raised LP Medicines is not taken by the patient with in 7 days of the prescribed then the LP must be raised again Hence he has to visit again
How to do admission the paitent from OPD desk?,An admission advice can be raised by selecting department unit and ward in Rx Page based on the availbility pf vacant beda available in Bed status popup
How to check drug availablitiy from OPD desk?,Option named- Check availability is shown in Drugs/Advices and User can select the Drugs available in HMIS
What all store quantity is shown in Rx Page,The Quantity shown in OPD desk Lite are the cumulative data of the stores available in Hospital except the ward stores
Can we write Multiple tests at a time?,Profiles can be configured wherein the tests from diiferednt labs can be added
For some patients unable to raise sick from OPD desk?,"Only working employees are eligile to take the sick and Fit Certificates, the dependants cannot be issued"
